"V1" "V2"
"1" 3.56333760808522 -19.2578185035509
"2" 3.82446898488782 -23.401565153455
"3" 4.66536485962688 -21.5380134018679
"4" 1.74331257613539 -25.1538163360457
"5" 4.06472139103214 -26.3806463943928
"6" -0.314563938679491 -23.9307325395151
"7" 14.4193938053202 -17.2356220045637
"8" 12.1222259201372 -15.589757956406
"9" 14.2071243129982 -14.4235013625966
"10" 4.6089995887618 17.6552798363633
"11" 8.37604974282579 -17.5572637951604
"12" 9.31919869474352 -15.4960078079812
"13" -0.844875638757933 8.24779597805128
"14" 4.68719594966801 -12.4844581306976
"15" -16.9544667885327 23.0984544062391
"16" -18.1493218257939 21.2031229891303
"17" -19.7788777764177 19.6971530971391
"18" -18.8915344414358 25.278008469283
"19" -20.9241293961979 22.387821262448
"20" -1.14461745140762 -6.80989668864307
"21" 3.74153228329558 -4.95610028656675
"22" 0.475528178314813 -1.82407750300704
"23" 4.18635134608363 -7.49156396890958
"24" -5.15734518150146 -2.36617517661352
"25" 4.21013965860754 2.50737820520531
"26" -3.80188903370763 -0.81878523276777
"27" -1.3914819975435 -4.76738701861831
"28" 3.38278504822261 -2.52863472131335
"29" 6.89769952193333 -3.73578669735704
"30" -13.5751869251601 -1.47405775177869
"31" -11.289859608786 -1.37688081629744
"32" -18.7448565980722 0.25111916793183
"33" -17.5480163119953 3.46328469311027
"34" -18.2612198529629 -1.80161265328742
"35" -21.1280936873765 -2.30947288167747
"36" -16.2038924901179 -4.39433232411324
"37" -12.6966297077149 1.45718064736966
"38" -11.6383944021262 4.20906535592823
"39" -14.505959247337 3.09746658156153
"40" 13.9339717847119 5.90017202081748
"41" 10.0487709624328 -2.08306739730957
"42" 13.8067463236052 1.68854762486801
"43" 4.15353042445594 11.5970304877975
"44" 10.9749245982978 14.4899630429775
"45" 12.0003231546038 2.95665698813536
"46" 10.2681270286479 12.2486674990129
"47" 10.7540695612137 16.4236324999151
"48" 5.16789627284556 14.0370569824119
"49" 6.37321559118301 10.3987010576413
"50" 15.4177172637055 3.8162642138396
"51" 9.47149958500647 10.3220878582724
"52" 13.7266426349531 12.5320397374079
"53" 5.5419363992369 4.66918814263744
"54" 12.8104112460455 7.55389565899798
