"PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "PC7" "PC8" "PC9" "PC10" "PC11" "PC12" "PC13" "PC14" "PC15" "PC16" "PC17" "PC18" "PC19" "PC20" "PC21" "PC22" "PC23" "PC24" "PC25" "PC26" "PC27" "PC28" "PC29" "PC30" "PC31" "PC32" "PC33" "PC34" "PC35" "PC36" "PC37" "PC38" "PC39" "PC40" "PC41" "PC42" "PC43" "PC44" "PC45" "PC46" "PC47" "PC48" "PC49" "PC50" "PC51" "PC52" "PC53" "PC54"
"1" -0.12843148233592 0.167349260351247 -0.189020205015099 0.0808747533143741 0.051421445072199 -0.0686750351535303 0.0390185898803724 -0.0706130413007258 0.008869185588755 -0.209691780854184 0.28380815129875 -0.0482403129300975 0.0617520025408596 -0.117157555982766 -0.175908484646521 0.0927267098319298 0.152305971442368 -0.165802779836665 -0.297422459239614 0.0789529696041961 0.136427218427414 0.274207364478627 -0.23609330970951 -0.015679001035852 0.081946218387625 0.025947576450299 0.0895064176986292 -0.0521854286303065 -0.160549945651577 -0.0381171380510516 -0.106293751713505 0.214201162436753 0.0404649032803818 -0.125897419558783 -0.0936598432817011 -0.0294408714426484 -0.0375533971442917 0.114811920326878 0.0462095339905702 0.0429094473316678 0.244790612002884 -0.0396285604901163 -0.0251215704286394 -0.00378617093085659 -0.242877817235598 0.00153102048856093 0.0440673429129674 0.26602719977871 -0.113999983891864 -0.0103673272712412 -0.0431717204997694 -0.0749451040245889 0.234403597480626 -0.0508662017365585
"2" -0.126888179663978 0.22641156306 -0.177628460515313 0.137755670171496 0.120383459362918 0.207134916800303 0.0527478315176361 0.0806174156088509 -0.0253561463945622 0.00623456301309475 -0.0241848766252443 0.117543550333156 0.158671433967263 -0.0832187254358364 -0.0178575344451705 0.0479015350158842 0.135674690422495 0.0847575860130446 0.0169289721253606 -0.0857452793588244 -0.0627518497132335 -0.02384637753428 0.178155987790727 -0.016026919130912 -0.115239256819531 0.0148678503292161 0.11768049406551 -0.112131386070041 -0.160462021500521 0.00872409812056739 0.00555470178158417 -0.0493014740860156 -0.0626550727038461 -0.0519567227529276 0.212594397934616 0.199814377323902 0.109421684506675 0.364542745496956 0.038079254402633 -0.0387334699884176 -0.335916458520462 -0.296970158741017 -0.179601198132737 -0.121011226990251 -0.0649032346370473 -0.158071265697446 -0.199214254085702 -0.0198862359119155 0.106910100831676 0.0276763527623501 0.166432007964024 0.13129782799283 0.0526789322009155 -0.104907134402129
"3" -0.123410567125972 0.202751307673042 -0.177260335265641 0.212165459397538 -0.00353403829662413 0.0459426095001835 -0.0566562534382737 -0.0931962280647994 -0.172428491627478 0.0306762112538613 0.172620648543046 0.019222241343275 0.198111841793626 -0.100240581899542 0.0348293710350748 0.0690594984907775 -0.0146561159901695 0.0919654701555655 -0.246160549004531 0.0316775082180173 -0.0884597729252395 0.00328462101843532 0.17050220129622 -0.00740339207931479 0.0572567519006184 -0.0557724284634392 -0.245232125469088 0.0471152977651174 0.0320539360703836 -0.018735163331588 0.0683957007155745 -0.311078646562245 -0.160275414284038 0.0311965817086519 -0.206976355269742 -0.172529379443365 0.121258435076713 -0.24572999404865 0.181052626382362 -0.0721367001220398 -0.0781589376810633 0.0271804917430387 -0.128247938329502 0.124447739092934 0.193694173734359 0.0578472503800728 -0.037090831618794 0.0514495091981764 0.0779931429649949 -0.095269461390442 -0.366904077619144 0.107463755306973 -0.0291431218239982 0.0100104687120158
"4" -0.124875996437787 0.145905079509653 -0.11773583524043 0.0800985276644833 0.301157573127209 0.227509304613733 -0.0727909280367057 -0.0699733279697358 0.0196035109109508 -0.123015702817306 -0.146339620652413 -0.0433851628248246 -0.0314517832522283 0.103007858787159 0.00879515693369998 0.133943355754001 -0.0451722843590678 -0.0256336312765404 0.161110054073246 0.0771272801529314 -0.109234624806797 -0.0142266943983653 0.238518895794142 -0.107034347864325 -0.133059435446662 0.138964358568504 -0.242911646788255 0.0728954269698125 0.233095277914216 0.0649249122285917 -0.0227131220785934 0.0477533912905875 -0.0954451295296325 0.108967135217161 0.123167428278547 -0.119169760128749 -0.199626387543324 -0.167728628057262 -0.107159489135342 0.18967303634452 0.186394983438765 -0.0551586012394378 0.0408772184738476 0.103472867690988 -0.286439027963742 -0.221501173979194 -0.0795082054306435 0.0712344384730068 -0.0996532774651059 0.165184938117872 -0.019241478651336 -0.217200342276999 -0.00663627190646709 -0.0267707348200229
"5" -0.106447188664872 0.16669682769568 -0.0989644830343973 0.0240799226838864 0.230334448218648 0.336636322119862 -0.0136912890304554 -0.0805552461264194 -0.0982226336816502 -0.0297785593512874 -0.0403143834375457 -0.0583230054034396 0.0167959529953476 -0.186528067488634 -0.00510520073401785 -0.220316156988962 0.0179754336195282 -0.282844352403486 0.249752974985457 -0.0816757111096934 0.231820883137173 0.0326945484837805 0.0733028960890287 0.166030783147536 0.210661064485646 -0.0450026667257027 0.0646551677524874 0.127932933107312 -0.0425358484078935 -0.0978517487297447 -0.24322462446269 0.0877052031169041 0.187249261258849 -0.0937702161885571 0.118589622923741 -0.0660219900209584 -0.0715904234883154 -0.0785412324937266 -0.0122214079747176 -0.061876267452555 -0.174423140112308 0.158290002216851 0.129887582465881 -0.053016609760754 0.00905088219968961 0.22401760265561 0.103708877164699 -0.0865536167122903 0.0518863472646594 -0.0686194973284907 -0.106418305229912 0.0756959437336638 -0.122375366812596 0.187859066179853
"6" -0.119449812934049 0.148502696847038 -0.140583961011252 0.0792514050964196 0.187291295999688 0.201349260080208 0.0596527898963273 -0.0936867324781674 0.140869953861407 -0.0822671671985763 -0.0925243635909905 0.2490907604615 -0.254969520371452 0.105888172663344 0.142420886988794 0.12000828118292 -0.113329476648423 0.0423428104780002 -0.23207198425478 -0.11373346808508 0.149953293576597 -0.1507857773756 -0.263740960440806 0.184219967619296 -0.0246899380367357 0.198959765448159 -0.0491730396367573 0.000502920886508176 0.175660409020422 0.011468532527451 0.117007436218187 0.170263092880423 -0.128795306467572 0.124894984938758 -0.166546411953012 0.170660632286 -0.0805063384841479 0.110331292113667 -0.0161412267808782 -0.105661607248084 0.143586004061483 -0.00202116466797536 0.0167106674368269 0.00508293800249779 0.239407619986538 0.134236248146938 0.0998524785144388 -0.152956679538005 0.0542438830796784 -0.0728006300053966 0.0702768942735558 0.124024993854371 -0.0572099943834964 -0.120541051244684
"7" -0.108014007495537 0.259481700250293 0.104850559993896 0.0339375466090455 0.129244196515187 -0.175760021860833 -0.0486209710238134 0.0882271918439463 -0.274600173425814 0.112629145339725 0.140955236938997 -0.0236080907921864 0.0766234073777853 0.0456556284820352 0.107212810257265 0.127337050077207 0.0509220836681725 0.0507225908299475 0.132664387957015 0.0283368337401527 -0.089656995381995 -0.378725478947403 -0.251732910747861 0.0412522222617712 0.117812229206545 0.0788966899363687 0.268880921242114 0.11723267567449 0.271224091857834 0.180877423041996 -0.124937426589142 -0.0624181210738385 -0.0193152741146138 -0.107204505405476 0.112170405809206 0.152868222492774 0.283602386122815 -0.10289089516701 0.123217302108175 -6.66483639245215e-05 0.087309044955864 0.0372945809116128 0.111747378572182 -0.051830845735491 -0.0903158985116203 -0.0441431747484766 0.0386188901846247 0.110613948542149 -0.169291933197427 0.0110772168340041 0.0347795023378224 0.0376439653932896 -0.0302410616095851 0.0230523617564778
"8" -0.135927331255237 0.252740502403035 0.00196222057986628 -0.0466237645349156 0.076795526052446 -0.0619808364595827 0.0045594089399591 0.145186458197013 -0.114129218256222 0.0738600501282003 0.151603690892308 -0.19068744618123 -0.128620921106769 0.19556018091756 0.0315024770365162 -0.0371003545619886 0.0618460807035182 -0.0255079529792943 -0.0327848277002015 0.267761435566101 0.0104026400998572 0.127813768981109 0.146249195195208 -0.0989315563276644 -0.198775114049337 0.0979382041810055 -0.0440610578132514 0.184894664901016 -0.20393065449724 0.0412129346524787 0.041158122193146 0.00263456213863264 0.0184673794089521 0.0996247350146897 0.0432821411193725 -0.0831060582864112 0.14855313654653 -0.0128429784474069 -0.184098647005261 -0.106501464694333 0.00698601897090195 -0.043892024995517 -0.189538875133928 -0.127937031734345 0.270166078507307 0.21544807685475 0.287791553384705 -0.0736638617117749 -0.0595557336269396 0.0233863684963145 0.275499540168118 -0.24731746937513 -0.0477710376527438 0.0517670289976988
"9" -0.130113638297746 0.151892583758458 0.128145959140379 0.0618834901735276 0.0824983688477079 -0.207783800099767 0.0494826565255556 -0.137151100818382 -0.214277482281002 -0.00534260602528847 0.253390476961167 -0.0338019895499968 -0.222979500636444 0.0308438490031818 0.0229891768807346 -0.129916830392966 0.0889652466208875 -0.207726957178417 0.101263328423003 0.129669772077162 0.0669750756222079 -0.0453184427877572 -0.081971115615661 -0.0400419909049288 0.0144314392895056 -0.0667832544808052 -0.0778422790315215 -0.377397756734911 -0.0942351330304947 0.148404050770693 0.0768777683179204 -0.081479564002945 0.0381830842344602 0.168398138403259 0.0358991276286328 -0.0706392639159499 -0.172844968312526 0.100559141036357 -0.0440032887012574 -0.0329662618016785 0.071752667412133 0.164151404008108 0.105640327303832 -0.0320839129428627 0.063848863526826 -0.270233902950826 -0.239833051593207 -0.204479127368208 0.282735020460336 0.0336551441561807 -0.0373626901711066 0.042847245247499 -0.101861912303394 -0.0709220453064063
"10" -0.127346308794585 0.00421491139080836 0.109438449844861 -0.00360170716992804 0.13211211867528 -0.196489349042602 0.00660231300701941 0.0316095982295021 -0.18760991127605 0.148081084268061 -0.221314364785109 -0.32479133529213 0.0352485809982126 -0.43090558182066 0.215797485467274 0.0831001362219327 -0.0856075046410171 0.12433661237348 -0.212097738734253 -0.0395876538990765 -0.0914832022144411 -0.00850044457905866 0.018745909847372 0.359600697836548 -0.198258158793031 -0.103644548626779 -0.100153015020518 -0.00890422231747431 -0.0277505899058842 -0.000115152767941301 0.0385653939765849 0.146103385945097 0.243279174670809 0.118026106505353 -0.0460357431007251 0.0978932720596027 -0.146102104035515 0.0370978215961496 -0.0645640626466716 0.1056061927772 0.0325053759974466 -0.111126226620949 -0.0178431277866258 -0.122049769611402 -0.0551714794985731 0.0276339473435959 -0.0202565882261878 0.0311196226823534 -0.000732175739380659 -0.0647067022529221 -0.0694839604045759 -0.0524991263228435 -0.0539586596144521 -0.0110073865919542
